genesymbols	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells
PFDN2	220.678019119003	104.917115293777	111.230608165333	55.8423799538058	1	39.9597716571665	66.2924183370059	1
PFDN4	28.5330364084412	1	30.1338821622665	1	20.1275108299418	1	42.5877677951391	1
PFDN5	544.89463506764	637.866916884469	421.623042517015	970.005599742197	1555.76574101639	1054.24798147588	986.481367148047	724.145011344809
PFDN6	25.0243154705471	1	1	1	1	1	1	1
PFKFB1	1	1	1	1	1	1	1	1
PFKFB2	1	1	1	1	1	1	1	1
PFKFB3	23.1603181145824	1	1	1	1	47.5858541941466	1	1
PFKFB4	33.8926349414394	1	1	1	1	1	1	1
PFKL	187.056695966924	185.940634282291	107.689975699865	122.370891076083	131.102717696439	148.297982053008	139.703239980909	177.390356671899
PFKM	64.8213945511221	1	42.8370886941336	1	1	1	1	1
PFKP	70.0336305720905	102.466390731544	379.061780820122	131.518173058874	4.66793671947611	34.4268513484074	111.917376671572	1
PFN1	512.368460291817	463.770232326668	1405.42606169328	1764.37627835567	2531.16389089408	955.51700169018	1550.58630745567	756.801269587135
PFN1P2	21.0922012705598	22.121057717496	1	1	1	1	1	1
PFN2	75.3315992331577	1	288.470875890887	1	1	1	1	1
PFN3	1	1	1	1	1	1	1	1
PFN4	1	1	1	1	1	1	1	1
PGA3	1	1	1	1	1	1	1	1
PGA4	1	1	1	1	1	1	1	1
PGA5	1	1	1	1	1	1	1	1
PGAM1	417.662737434644	491.435868943649	815.015574897539	567.15122842248	249.488678019896	303.657115987791	744.290025605836	127.388182404982
PGAM1P5	1	1	1	1	1	1	1	1
PGAM2	1	1	1	1	1	1	1	1
PGAM4	1	1	1	1	1	1	1	1
PGAM5	13.8661296165061	33.1857612122019	15.3445435098396	36.272021190585	22.5679600089914	29.3242036107078	41.5155711019062	52.0581003342621
PGAP1	1	1	1	1	1	1	1	1
PGAP2	24.8923918039027	1	1	1	1	1	1	1
PGAP3	1	1	1	1	1	1	1	1
PGBD1	1	1	1	1	1	1	1	1
PGBD2	1	1	1	1	1	1	1	1
PGBD3	1	1	1	1	1	1	1	1
PGBD4	1	1	1	1	1	1	1	1
PGBD5	1	1	1	1	1	1	1	1
PGC	1	1	1	1	1	1	1	1
PGCP1	1	1	1	1	1	1	1	1
PGD	62.1124471106865	27.7233933834698	225.475464496687	1	1	108.522770701911	1	63.7856904094638
PGF	1	128.945069233415	1	1	1	1	1	1
PGGT1B	25.2551561781712	1	19.9103350470966	35.6590763907318	1	20.2811702294721	49.971702704026	85.1255070336537
PGK1	1162.31527821764	368.444806155973	412.155993448651	462.794950922373	777.027009402647	805.197552890963	534.398018804337	251.544302040801
PGK2	1	1	1	1	1	1	1	1
PGLS	148.225754908776	117.537973227495	142.555970430752	82.1634902012751	48.9969273199039	249.213470414395	121.421377009959	72.4744323904142
PGLYRP1	1	1	1	1	1	1	1	1
PGLYRP2	1	1	1	1	1	1	1	1
PGLYRP3	1	1	1	1	1	1	1	1
PGLYRP4	1	1	1	1	1	1	1	1
PGM1	87.348074615849	45.1864107598573	81.2706492323521	1	1	1	1	41.9532318605327
PGM2	18.457999369464	21.1030869738956	33.7076641138375	1	1	1	1	1
PGM2L1	1	53.3072099971385	12.9051005757359	12.9782131692168	1	1	16.7742860345655	1
PGM3	33.556743660604	1	108.881832554212	1	1	1	1	1
PGM5	1	70.3693393054275	1	1	1	1	1	1
PGM5.AS1	1	1	1	1	1	1	1	1
PGM5P2	35.4478323461565	145.551380696569	46.3232275302665	102.531075545544	80.9693414148675	43.8380324231289	90.4514745856566	107.770909407983
PGP	1	1	1	1	1	1	1	1
PGPEP1	14.422372453754	1	1	25.2326172258097	13.6622502236193	22.2549706788757	22.9437449713993	25.1255900897875
PGPEP1L	1	1	1	1	1	1	1	1
PGR	1	1	1	1	1	1	1	1
PGRMC1	120.136974179077	128.236696889248	340.330329150448	1	1	1	1	1
PGRMC2	1	1	14.8807595045874	1	1	1	1	1
PGS1	29.3483801137841	63.9620930210881	32.3265690242176	1	1	1	60.7252799865864	1
PHACTR1	17.7759614022146	1	1	1	1	1	1	1
PHACTR2	1	66.7932717476948	59.8802039435395	23.937424212439	1	22.3343453488489	38.4595677245304	1
PHACTR3	1	1	1	1	1	1	1	1
PHACTR4	22.8469243575984	60.4844733069791	22.7922790435641	47.148545615877	20.5699053987809	26.1246854865539	44.8543009895364	46.0202852202837
PHAX	38.6107023710118	79.6023465101547	70.0768686333926	72.0363924849714	66.7405559375567	29.5809677346696	77.0199258761311	56.285382037284
PHB	268.712743259385	108.442010252266	133.756553232353	99.6679005339277	64.2608607993333	87.9763983101554	97.3747132508778	64.6188161171575
PHB2	238.136888137975	186.077605346825	175.620516859419	230.969970027787	218.408042188559	154.841357767294	226.193472439579	226.604828576906
PHC1	1	1	1	1	1	1	1	1
PHC2	1	1	1	1	1	1	1	1
PHC3	16.9952137383703	1	17.0849426990074	42.4389773849102	39.7144879730121	10.4177345279958	35.1359909982531	48.5722006731693
PHEX	1	1	1	1	1	1	1	1
PHEX.AS1	1	1	1	1	1	1	1	1
PHF1	26.4426101005484	1	28.1501312317628	1	1	1	1	62.9611652845355
PHF10	1	1	1	1	1	1	1	1
PHF11	1	82.5433595564924	29.5645851436061	124.537965274161	1	44.6842291541603	94.355771398501	98.5934388722139
PHF12	1	1	1	1	1	1	1	1
PHF13	1	1	22.5336220282596	1	1	1	1	1
PHF14	1	1	1	1	1	1	1	1
PHF15	1	1	1	1	16.7649290684222	1	1	1
PHF16	1	1	1	1	1	1	1	1
PHF17	20.2982878941298	42.3643857523988	39.2158449281551	29.9519208472127	46.4314352784663	1	1	35.9879052770573
PHF19	1	1	43.4433719054225	1	1	1	1	1
PHF2	1	1	1	1	1	1	1	1
PHF20	18.507536641246	1	11.1942642171032	26.8021292216306	1	10.9295470306503	40.9018906034491	34.6159631206769
PHF20L1	25.7454448492973	49.7589656036724	21.4813059398196	40.5532800249629	127.516942578708	1	1	1
PHF21A	1	1	1	1	1	1	1	1
PHF21B	1	1	1	1	1	1	1	1
PHF23	20.5333135439329	1	1	1	1	1	1	1
PHF3	17.6833513231183	26.1541632373457	22.3976622734919	47.7899839278143	1	1	41.2701501525945	46.9228614571603
PHF5A	113.778027275541	85.5188333119338	83.9273481394461	93.6642934912266	1	55.2506055692636	126.829647039087	70.5342398181566
PHF6	26.7591038607873	1	21.5273710053331	49.6940790151135	1	1	1	1
PHF7	1	1	1	1	1	1	1	1
PHF8	1	1	1	57.6607658295763	1	1	1	1
PHGDH	243.023472994193	1	114.422742167921	1	1	1	1	1
PHGR1	1	1	1	1	1	1	1	1
PHIP	14.7593907031378	14.1473391197589	13.3735957759209	45.1979017546568	16.7740685456164	1	31.5153646120025	17.4716685809161
PHKA1	1	1	1	1	1	1	1	1
PHKA2	1	1	1	1	1	1	1	1
PHKA2.AS1	1	1	1	1	1	1	1	1
PHKB	1	13.8182019734748	33.2747913482635	25.0058422853673	1	23.9222882509934	1	28.1595841691689
PHKG1	1	1	1	1	1	1	1	1
PHKG2	15.4286305868255	27.7220302832697	21.017146338716	29.5393355723634	1	16.8706620718975	34.8357367362529	27.6203382407433
PHLDA1	127.329724803354	25.477040690789	36.4524315323694	70.5706711805241	15.3357276832192	1	28.9079808512175	1
PHLDA2	1	1	94.898217190644	1	1	1	1	1
PHLDA3	50.0616218473874	1	33.5479731289654	1	1	1	1	1
PHLDB1	71.101572643784	1	71.2308672560012	1	1	1	1	1
PHLDB2	1	72.3367652948173	18.4699470051873	1	1	1	1	1
PHLDB3	1	1	1	1	1	1	1	1
PHLPP1	1	1	1	1	1	1	1	1
PHLPP2	1	1	1	1	1	1	1	1
PHOSPHO1	1	1	1	1	1	1	1	1
PHOSPHO2	1	1	1	1	1	1	1	1
PHOSPHO2.KLHL23	1	1	1	1	1	1	1	1
PHOX2A	1	1	1	1	1	1	1	1
PHOX2B	1	1	1	1	1	1	1	1
PHPT1	103.698484760862	158.572110680891	118.229316662704	90.226733023415	120.140023164052	67.7951087061194	39.8079151158688	43.6931067549212
PHRF1	1	1	1	1	1	1	1	33.1906018851615
PHTF1	1	23.8993008621387	18.1997904237248	1	1	1	1	1
PHTF2	21.429621832241	29.5316772033366	65.75423454176	69.089911833575	76.493782783579	1	123.497905205159	42.4284149912422
PHYH	37.4177576988351	67.8165187508384	61.6021250791599	1	1	1	1	1
PHYHD1	1	1	41.8446109963094	14.4084457690697	22.2217825584951	1	14.779032439624	21.1337761566405
PHYHIP	1	1	1	1	1	1	1	1
PHYHIPL	1	1	1	1	1	1	1	1
PI15	1	1	1	1	1	1	1	1
PI16	1	1	1135.23229043731	1	1	1	1	1
PI3	1	1	1	1	1	1	1	1
PI4K2A	1	1	1	1	1	1	1	1
PI4K2B	1	1	1	1	1	1	1	1
PI4KA	26.5339296110727	1	20.648691016189	1	54.6492978155159	44.0872912632046	30.8616533005051	55.7277202974005
PI4KAP1	1	1	1	1	1	1	1	1
PI4KAP2	1	1	1	1	1	1	1	1
PI4KB	60.1312098472154	33.2733184209544	36.3160957131717	43.7740961993093	164.72524584552	23.8986544513872	42.9977226554417	52.6285970270983
PIANP	1	1	1	1	1	1	1	1
PIAS1	45.3650098176436	52.4561033339955	77.9585330121828	100.095143698204	31.7977186490567	46.67226623325	111.920561347664	128.262514497921
PIAS2	16.0576228526407	1	13.4408081098478	1	1	1	1	1
PIAS3	72.0086392939117	59.3077637468183	50.3317386102519	1	319.486045365658	1	1	1
PIAS4	29.865347794024	1	31.4098474779761	1	1	1	1	1
PIBF1	15.8053849827605	26.6677954198682	1	1	41.5950905025229	1	1	1
PICALM	16.445489720414	17.6955541030777	45.9581535710312	1	1	39.2488597160178	1	1
PICK1	1	1	1	1	1	1	1	1
PID1	1	1	34.6767167868677	1	1	1	1	1
PIDD	1	20.1582466862506	1	1	1	1	1	1
PIEZO1	1	71.6102044438781	29.7509071979177	1	1	1	1	1
PIEZO2	1	19.6469544136783	1	1	1	1	1	1
PIF1	1	1	1	1	1	1	1	1
PIFO	1	1	1	1	1	1	1	1
PIGA	1	1	1	1	1	56.1047911073622	1	1
PIGB	18.8678079503746	1	30.0322542857144	1	1	1	1	1
PIGC	57.694794981143	55.4334650605656	39.5121735985541	90.7710872988995	276.146917859478	1	1	1
PIGF	66.7899361952389	120.69218039465	98.6982830099458	1	122.147074941094	83.8621839184194	1	78.9000423586983
PIGG	18.8407903802311	34.2954672059359	41.6992342608841	43.4385952275166	1	1	45.120870311433	30.7787976162867
PIGH	70.9890726622704	22.452308780114	24.6097786790781	52.4702653233358	1	25.8018877465353	1	70.3831105923956
PIGK	19.3786467827204	67.1968692594015	28.429925276446	1	1	1	1	1
PIGL	1	1	1	1	1	1	1	1
PIGM	56.0401090497186	62.1034188073957	14.5508712939578	1	109.654045811597	24.8652032448285	1	1
PIGN	1	26.2258842199837	34.5786362887744	1	1	1	1	1
PIGO	1	1	17.3443831240573	1	1	22.5601280894075	1	1
PIGP	68.6486417896088	1	1	1	1	1	1	1
PIGQ	21.1825615033391	63.9256861376352	10.5539922327543	1	1	1	1	1
PIGR	1	1	1	1	1	1	1	18.4112919367496
PIGS	63.8037745379832	98.8653462522846	29.9918051012863	67.6420039092141	91.9075181893237	46.3682349513825	61.6635857124302	1
PIGT	286.722714087975	275.169331504253	196.811620198082	128.545100171078	1	188.490346224328	115.220415105565	67.8933662515255
PIGU	38.6791863376672	56.2095813579909	30.1679159730901	1	58.9829366164343	1	1	1
PIGV	24.0051085095192	1	22.1209576403336	1	1	1	1	1
PIGW	32.4259215366115	17.35845985064	39.7982142377385	25.6970845182392	1	1	42.9778297754964	16.8440604852484
PIGX	26.6978099881883	33.677413751504	17.005284635643	42.3914153073866	24.52942071535	18.4853800345661	38.9221952423284	46.6463203881704
PIGY	174.894470746635	112.035565274125	92.4328376708319	117.171660838509	119.896138103857	46.3531393893405	99.8560914546311	130.357806290532
PIGZ	1	1	1	1	1	1	1	1
PIH1D1	52.0220585119608	66.4491743363106	117.598896812219	90.7375514976857	120.507262910522	43.5708242864178	74.1686158139807	93.167895573873
PIH1D2	1	1	1	1	1	1	1	1
PIH1D3	1	1	1	1	1	1	1	1
PIK3AP1	1	1	1	1	70.685349939766	103.571766962566	1	92.0812565750979
PIK3C2A	1	33.3318247379626	21.1223583866276	1	1	1	19.0961347996009	25.4164119302174
PIK3C2B	1	41.7519265269927	1	1	1	1	1	45.6823502496384
PIK3C2G	1	1	1	1	1	1	1	1
PIK3C3	29.3280732234001	26.8812201488833	17.9904372259892	1	1	1	1	1
PIK3CA	1	1	1	1	1	1	1	1
PIK3CB	1	1	1	1	1	1	1	1
PIK3CD	15.5451483743259	1	1	117.936522590522	271.244689565185	45.3394976434047	124.976700751002	69.9972340627047
PIK3CG	1	1	1	46.711772972748	55.6314399136611	1	1	30.2981777057578
PIK3IP1	1	186.854856613245	21.5532573842383	372.707790053617	311.746156171102	108.811860121676	631.893586615328	281.537255102858
PIK3R1	1	1	1	47.043448734111	13.1710907809292	1	32.1707709565997	1
PIK3R2	1	1	10.898247297638	1	1	1	1	1
PIK3R3	26.2983695428826	1	1	1	1	1	1	1
PIK3R4	19.6357305427401	30.9826812472119	1	1	20.1508769449056	1	1	1
PIK3R5	1	1	1	57.6405917420505	57.7951825969674	40.3466822484759	71.9981693076353	1
PIK3R6	1	1	1	1	1	1	1	1
PIKFYVE	1	12.2911948569361	1	1	1	1	28.4306875666803	34.3404356490537
PILRA	1	1	1	1	1	420.75935126563	1	1
PILRB	58.4298903069297	139.466954485643	1	101.246640354704	183.841331003397	50.1261042236855	101.351505542458	97.5820467245456
PIM1	1	1	29.3366770834714	168.224420554352	474.602473898274	64.0935535967371	148.201389099647	1
PIM2	1	1	1	313.153363176794	333.856673057799	1	571.353525269405	314.44984147506
PIM3	38.8821667886518	99.0152853627207	1	1	1	1	49.3356386808803	31.7674103908151
PIN1	113.246299120172	99.3296664257744	101.495311669197	114.869414802949	68.8282943355618	77.8265678310934	132.150468767886	47.7413327518029
PIN1P1	1	1	1	1	1	1	1	1
PIN4	25.5838535335418	44.4991021482584	17.9354827247629	1	1	1	1	1
PIN4P1	1	1	1	1	1	1	1	1
PINK1	1	24.7698992894353	1	1	1	1	1	1
PINLYP	1	1	1	1	1	1	1	1
PINX1	39.4976184767893	1	1	1	1	1	1	1
PION	1	1	1	1	1	46.2429026596525	1	69.2890139830846
PIP	1	1	1	1	1	1	1	1
PIP4K2A	62.471649233043	33.3041674316264	59.5853532024827	288.714599641348	417.069776614548	86.1854516544118	222.84654422237	109.504279812049
PIP4K2B	1	1	1	1	1	1	1	1
PIP4K2C	33.5727315557521	39.0985699954675	16.7335961860614	52.4492393033998	348.578148298236	1	69.6963213528234	1
PIP5K1A	62.8956263678896	34.806307645519	93.0245849693457	55.3969163412713	1	1	1	28.094738146847
PIP5K1B	1	1	1	1	1	1	1	1
PIP5K1C	1	1	23.5188971133026	1	1	1	1	1
PIP5K1P1	1	1	1	1	1	1	1	1
PIP5KL1	1	1	1	1	1	1	1	1
PIPOX	1	1	1	1	1	1	1	1
PIPSL	1	1	1	1	1	1	1	1
PIR	294.517027772453	28.0451791699715	20.5898649897997	1	1	1	1	1
PIR.FIGF	1	1	1	1	1	1	1	1
PIRT	1	1	1	1	1	1	1	1
PISD	34.8133417941341	97.2383125838924	33.5457029356576	1	1	42.1911581083908	1	1
PISRT1	1	1	1	1	1	1	1	1
PITHD1	85.485754524017	66.788398210585	78.2692902246016	56.0237485691503	28.183545286443	49.1295800581363	61.9875648886242	127.42489060095
PITPNA	1	1	1	1	1	1	1	1
PITPNA.AS1	30.9346606909478	1	1	1	1	1	1	1
PITPNB	114.937609151139	120.14644322672	101.524353657193	67.8790889317004	82.6587589562873	40.3661796318613	85.364542596752	40.5747396817856
PITPNC1	1	1	1	1	18.5646108371473	1	1	1
PITPNM1	1	1	1	1	1	1	1	1
PITPNM2	1	1	1	1	1	1	1	1
PITPNM3	1	1	1	1	1	1	1	1
PITRM1	78.7253823225092	51.7927378050783	97.0267162860833	1	1	1	50.9546861526109	1
PITRM1.AS1	1	1	1	1	1	1	1	1
PITX1	1	1	1	1	1	1	1	1
PITX2	1	1	1	1	1	1	1	1
PITX3	1	1	1	1	1	1	1	1
PIWIL1	1	1	1	1	1	1	1	1
PIWIL2	1	1	1	1	1	1	1	1
PIWIL3	1	1	1	1	1	1	1	1
PIWIL4	1	1	1	1	1	1	1	1
PJA1	30.6503462765425	1	21.1683808689593	1	1	1	1	1
PJA2	50.8402335077745	51.7520660751551	56.5306354314818	89.9695883599758	64.0323211183024	33.1388136907547	72.7846691339129	76.1726380380834
PKD1	1	1	15.6052082611752	1	17.8908427073301	1	1	1
PKD1L1	1	1	1	1	1	1	1	1
PKD1L2	1	1	1	1	1	1	1	1
PKD1L3	1	1	1	1	1	1	1	1
PKD1P1	20.94871215425	45.6083349211094	31.7113324186547	28.179242251195	1	1	31.8612573105913	33.7522134243651
PKD2	1	1	32.1329601029409	1	1	1	1	1
PKD2L1	1	1	1	1	1	1	1	1
PKD2L2	1	1	1	1	1	1	1	1
PKDCC	1	1	1	1	1	1	1	1
PKDREJ	1	1	1	1	1	1	1	1
PKHD1	1	1	1	1	1	1	1	1
PKHD1L1	1	48.0530529967603	1	1	1	1	1	1
PKI55	1	1	1	1	1	1	1	1
PKIA	1	1	1	1	1	1	1	1
PKIB	1	1	1	1	1	30.8911893519	1	1
PKIG	63.8523378054949	126.626351716422	50.3796441647891	1	1	1	1	148.813983296224
PKLR	1	1	1	1	1	1	1	1
PKM	556.078599885226	192.197366703076	1038.00290077938	358.650899065744	124.038011635612	369.765763949336	358.793050271167	229.190834536984
PKMYT1	1	1	67.9152468572488	1	1	1	1	1
PKN1	15.7445732867541	21.7821253988892	19.6580903246505	89.3797102284079	154.523588613022	24.0516610891695	76.6925240493351	24.4205969227476
PKN2	15.6001474398764	10.1684952927796	14.0105224894006	1	57.2393591530282	1	1	1
PKN3	1	1	1	1	1	1	1	1
PKNOX1	1	1	17.9282425827883	1	27.3470319533245	1	1	1
PKNOX2	22.9328812818404	1	1	1	1	1	1	1
PKP1	1	1	1	1	1	1	1	1
PKP2	1	1	1	1	1	1	1	1
PKP3	1	1	1	1	1	1	1	1
PKP4	1	1	11.4736084669521	1	1	1	1	1
PLA1A	1	71.3940344671535	1	1	1	1	1	1
PLA2G10	1	1	1	1	1	1	1	1
PLA2G12A	17.3009678900093	27.6648337409233	26.191525652197	1	1	1	1	1
PLA2G12B	1	1	1	1	1	1	1	1
PLA2G15	28.1381198326821	1	66.6621736384457	1	1	136.300437149111	1	1
PLA2G16	93.9936711427809	87.3071817552179	23.0124708051957	97.7271953797024	1	49.2395793417028	76.4273166873779	1
PLA2G1B	1	1	1	1	1	1	1	1
PLA2G2A	1	1	3621.06779496484	1	1	1	1	1
PLA2G2C	1	1	1	1	1	1	1	1
PLA2G2D	1	1	1	1	1	1	1	1
PLA2G2E	1	1	1	1	1	1	1	1
PLA2G2F	1	1	1	1	1	1	1	1
PLA2G3	1	1	1	1	1	1	1	1
PLA2G4A	1	21.789766876116	34.0562293008432	1	1	1	1	1
PLA2G4B	1	1	1	1	1	1	56.6267848194402	1
PLA2G4C	1	139.48745393692	1	1	1	1	1	1
PLA2G4D	1	1	1	1	1	1	1	1
PLA2G4E	1	1	1	1	1	1	1	1
PLA2G4F	1	1	1	1	1	1	1	1
PLA2G5	1	1	1	1	1	1	1	1
PLA2G6	1	1	1	1	1	1	1	1
PLA2G7	1	1	1	1	1	1	1	1
PLA2R1	1	24.6378308117992	1	1	1	1	1	1
PLAA	19.8056982897472	31.3686802921487	33.8136903076865	1	77.9272856785354	1	1	1
PLAC1	1	1	1	1	1	1	1	1
PLAC1L	1	1	1	1	1	1	1	1
PLAC4	1	1	1	1	1	1	1	1
PLAC8	1	1	1	119.413356950149	347.661600341935	24.7136935279417	167.022575728607	483.67334557929
PLAC8L1	1	1	1	1	1	1	1	1
PLAC9	1	1	456.638904206033	1	1	1	1	1
PLAG1	1	1	1	1	1	1	1	1
PLAGL1	1	1	41.0125939808177	1	1	1	1	1
PLAGL2	1	1	1	1	1	1	1	1
PLAT	169.650701806424	40.8266569895514	153.629977634183	1	1	1	1	1
PLAU	1	1	107.595925633187	1	1	101.600595193001	1	1
PLAUR	68.0741980624286	1	214.310875462667	1	1	260.55402713714	1	1
PLB1	1	1	1	1	1	1	1	1
PLBD1	1	1	21.8737560223203	1	1	141.674594024575	1	1
PLBD2	37.3448529897117	33.4156421812253	96.7939513619618	1	1	44.4819185624079	1	1
PLCB1	1	1	1	1	1	1	1	1
PLCB2	1	1	1	53.4074948667487	40.0106839644087	45.9077365529714	49.1649998590582	44.5859957958058
PLCB3	1	1	1	1	1	1	1	1
PLCB4	1	18.9616334722508	1	1	1	1	1	1
PLCD1	1	69.7692647166519	16.9343505539153	1	1	1	1	1
PLCD3	1	1	1	1	1	1	1	1
PLCD4	1	1	1	1	1	1	1	1
PLCE1	1	17.8141352069396	1	1	1	1	1	1
PLCG1	20.7230590619356	47.7993761088039	1	56.9166880151812	1	1	58.7954928437283	1
PLCG2	1	16.8585650942339	1	1	108.491570497512	1	1	189.6274076465
PLCH1	1	1	1	1	1	1	1	1
PLCH2	1	1	1	1	1	1	1	1
PLCL1	1	1	1	1	1	1	1	1
PLCL2	1	1	1	1	1	1	1	1
PLCXD1	22.4604023521824	17.9674930604622	19.3063680841956	34.5951599631235	32.8784997877996	11.3925442172577	54.7471990061575	47.6885373205347
PLCXD2	1	1	1	1	1	1	1	1
PLCXD3	1	1	1	1	1	1	1	1
PLCZ1	1	1	1	1	1	1	1	1
PLD1	1	27.8087262783224	1	1	1	1	1	1
PLD2	1	91.8459949376107	1	1	1	1	1	1
PLD3	157.378689589187	114.349202806295	158.834954962328	40.1767269704522	1	597.75564810793	64.0714490053784	1
PLD4	1	1	1	1	1	31.9751344884743	1	1
PLD5	1	1	1	1	1	1	1	1
PLD6	1	1	1	1	1	1	1	1
PLEC	17.3124573508252	40.2738127410864	40.2541069079385	26.9594985036285	1	1	31.1380731344849	23.1206564128684
PLEK	1	1	1	181.169659813822	255.05989086997	181.648829053068	1	142.655195258797
PLEK2	1	1	27.7878003527881	1	1	1	1	1
PLEKHA1	21.5672166521319	50.4576129857648	35.6613305922394	21.276475030683	1	1	1	41.705121233167
PLEKHA2	15.992738730699	1	1	25.8106285583728	17.3750501530269	29.9761016106009	24.3012381158859	54.0471089930827
PLEKHA3	1	1	1	1	1	1	1	1
PLEKHA4	21.3937854209969	1	1	1	1	1	1	1
PLEKHA5	31.274470865942	38.8227653437719	22.7509004605897	27.3362235702847	36.138111602806	1	28.2283387587789	23.9213649567661
PLEKHA6	1	1	1	1	1	1	1	1
PLEKHA7	1	1	1	1	1	1	1	1
PLEKHA8	1	1	1	1	1	1	1	1
PLEKHA8P1	1	1	1	1	1	1	1	1
PLEKHB1	171.597224187683	1	1	1	1	1	1	1
PLEKHB2	97.9170829009456	52.3008755524419	73.2172759149109	93.1542089879855	128.012765005674	109.968086437066	70.4632543200739	42.8043319669799
PLEKHD1	1	1	1	1	1	1	1	1
PLEKHF1	33.1815909484137	1	35.0010787549455	101.89684258241	237.825075537499	1	1	1
PLEKHF2	93.4873322285726	1	1	69.7305008445499	1	1	1	168.772559156355
PLEKHG1	1	25.5871217460505	1	1	1	1	1	53.9239452471853
PLEKHG2	1	1	1	29.3803003074	1	1	29.0953839658898	23.2186060585672
PLEKHG3	1	27.3326378276286	1	1	1	1	1	1
PLEKHG4	1	1	15.7725770520993	1	1	1	1	1
PLEKHG4B	1	1	1	1	1	1	1	1
PLEKHG5	1	1	1	1	1	1	1	1
PLEKHG6	1	1	1	1	1	1	1	1
PLEKHG7	1	1	1	1	1	1	1	1
PLEKHH1	19.4716216639542	1	1	1	1	1	1	1
PLEKHH2	1	1	1	1	1	1	1	1
PLEKHH3	1	1	1	1	1	1	1	1
PLEKHJ1	92.3871752114994	93.746514674633	90.72257990804	91.6901217312616	128.385443735135	82.8689415210079	104.049932023829	146.76563647487
PLEKHM1	1	29.7390316163197	26.9429253908791	1	1	1	28.5214346903012	20.6538443071596
PLEKHM1P	1	118.125009024715	52.491297739266	52.0105591456345	1	1	84.3895266995616	46.0739974323827
PLEKHM2	15.7381202476849	1	17.5665583780027	1	1	1	1	1
PLEKHM3	1	1	1	1	48.4248707086607	1	1	1
PLEKHN1	1	1	1	1	1	1	1	1
PLEKHO1	1	1	29.6047310889998	1	1	120.447972750436	1	1
PLEKHO2	45.202167876454	105.39063995267	14.961975422572	1	259.093823764169	159.63661595445	1	1
PLEKHS1	1	1	1	1	1	1	1	1
PLG	1	1	1	1	1	1	1	1
PLGLA	1	1	1	1	1	1	1	1
PLGLB1	1	1	1	1	1	1	1	30.228024273883
PLGLB2	1	1	1	1	1	1	1	1
PLGRKT	26.4535038730932	61.9155597845444	45.5796621082856	71.8296617184903	1	20.3872941791672	81.1597805199567	1
PLIN1	1	1	1	1	1	1	1	1
PLIN2	218.403250081002	108.416470871971	148.703334656167	71.6531750049909	41.1745483551144	285.396806003109	102.771148801241	1
PLIN3	106.813878714024	80.5933907651138	270.658008938653	24.7692409519355	218.043082895927	83.3923077453468	58.077472452794	57.6288183092703
PLIN4	1	1	1	1	1	1	1	1
PLIN5	1	97.0145690748455	1	1	1	1	1	1
PLK1	1	1	1	1	1	1	1	1
PLK1S1	1	1	1	1	1	1	1	1
PLK2	370.06131276573	97.0186140187715	41.9681116087632	1	1	1	1	1
PLK3	36.4559600568572	38.0970319329151	53.5646891658856	1	1	34.4061048124382	82.2653928902021	1
PLK4	1	1	1	1	1	1	1	1
PLK5	1	1	1	1	1	1	1	1
PLLP	1	1	1	1	1	1	1	1
PLN	1	1	1	1	1	1	1	1
PLOD1	294.196509058947	75.6195103514008	165.728857006227	1	105.570563770675	97.9586330745363	1	1
PLOD2	34.724068721715	44.0227308736489	83.8528499197207	1	1	1	1	1
PLOD3	393.245760492015	55.722599603444	99.1081936749133	1	1	99.3172454685778	1	1
PLP1	668.044089923749	1	1	1	1	1	1	1
PLP2	152.250246417684	70.5923974984504	293.010722552956	148.197011637468	102.949507720815	64.4256944235764	93.1325002714824	145.883904441394
PLRG1	44.9159174082886	35.3650601487499	46.1935116722828	1	1	1	49.2321340880126	1
PLS1	1	1	1	1	1	1	1	1
PLS3	156.09629622043	44.0566421116177	400.177373999748	1	1	1	1	1
PLSCR1	38.1411295580782	155.895236716939	59.5273011945686	84.0922529674225	55.4362280470824	79.989766923303	1	1
PLSCR2	1	1	1	1	1	1	1	1
PLSCR3	17.8150322005479	73.9380935720398	66.4572110299882	35.1530066384834	1	1	82.1415509629389	1
PLSCR4	1	255.49409435171	51.5783334639786	1	1	1	1	1
PLSCR5	1	1	1	1	1	1	1	1
PLTP	277.728876472211	1	151.890184600915	1	1	471.465835990658	1	1
PLVAP	1	77.2327602469741	1	1	1	1	1	1
PLXDC1	1	1	1	1	1	1	1	1
PLXDC2	1	52.5496472527082	48.4916049933884	1	1	143.542157137943	1	1
PLXNA1	30.9134092235578	1	1	1	1	24.7041682431674	1	1
PLXNA2	1	29.494836345745	1	1	1	1	1	1
PLXNA3	1	1	1	1	1	1	1	1
PLXNA4	1	1	1	1	1	1	1	1
PLXNB1	1	1	1	1	1	1	1	1
PLXNB2	64.1275527877762	67.0089836996835	57.2329034621511	1	1	77.1995687551824	1	1
PLXNB3	34.2638941316444	1	1	1	1	1	1	1
PLXNC1	23.7580148216349	1	1	1	1	38.876508825754	1	1
PLXND1	1	89.5585290559828	34.1601087702931	1	1	58.6055833699421	1	1
PM20D1	1	1	1	1	1	1	1	1
PM20D2	1	1	1	15.5070377005569	1	1	1	26.9955591460578
