genesymbols	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells
AGPAT1	93.3884858640194	21.5525690464852	42.3499151952552	1	1	1	1	1
AGPAT2	67.7835032378962	130.001289086169	56.0504452194363	1	1	1	1	1
AGPAT3	1	33.2502749631463	1	1	1	1	1	1
AGPAT4	1	1	1	1	1	1	1	1
AGPAT4.IT1	1	1	1	1	1	1	1	1
AGPAT5	1	1	1	1	1	1	1	1
AGPAT6	60.1149578640203	18.333028475254	41.970681279184	37.9713961673554	1	32.0202616085685	1	1
AGPAT9	1	1	1	1	1	1	1	1
AGPHD1	1	1	1	1	1	1	1	1
AGPS	1	1	22.3847284865075	1	1	1	1	1
AGR2	1	1	1	1	1	1	1	1
AGR3	1	1	1	1	1	1	1	1
AGRN	1	1	1	1	1	1	1	1
AGRP	1	1	1	1	1	1	1	1
AGSK1	1	1	1	1	1	1	1	1
AGT	1	1	1	1	1	1	1	1
AGTPBP1	1	1	1	1	1	1	1	1
AGTR1	1	1	1	1	1	1	1	1
AGTR2	1	1	1	1	1	1	1	1
AGTRAP	130.806076373792	238.763240188101	229.524810589979	127.005508968396	204.99907565319	240.875342648595	1	1
AGXT	1	1	1	1	1	1	1	1
AGXT2	1	1	1	1	1	1	1	1
AGXT2L1	1	1	1	1	1	1	1	1
AGXT2L2	17.1113694005711	60.5447582131977	20.1427481692829	57.4734864261922	1	33.7066505540545	83.1923087988751	82.5907661680855
AHCTF1	1	1	18.3800458894686	1	1	1	1	1
AHCTF1P1	1	1	1	1	1	1	1	1
AHCY	223.859680281385	70.1257046917982	110.049834884622	47.3806021292788	1	79.9238204664046	1	48.9784884715106
AHCYL1	27.8994459003061	49.0158427606892	82.3721458622278	1	1	35.9342555759572	1	1
AHCYL2	1	1	1	1	1	1	1	1
AHDC1	1	1	1	1	1	1	1	1
AHI1	1	18.9598410293355	21.412905511045	1	1	1	1	1
AHNAK	53.498794336945	105.253428648511	237.726515504775	123.795482591411	176.073831225332	37.2900526685289	97.9152358689489	44.953401958739
AHNAK2	1	1	13.6128492120144	1	1	1	1	1
AHR	26.7299582592072	49.6467663152719	67.6150543263445	1	1	31.4820397837313	18.3017849292807	1
AHRR	1	1	19.0891066563583	1	1	1	1	1
AHSA1	107.560140934865	62.0600788129455	123.496747236239	101.48059540908	119.645361527234	64.3367534922561	118.94275915276	1
AHSA2	1	1	1	1	1	1	1	1
AHSG	1	1	1	1	1	1	1	1
AHSP	1	1	1	1	1	1	1	1
AICDA	1	1	1	12.5993061455125	1	1	11.9332389696556	26.5612341938742
AIDA	34.0441077355451	10.9090999918002	57.7533728025824	1	1	30.3748599353318	1	52.3798899236361
AIF1	1	1	1	1	1	1916.70891194822	1	1
AIF1L	51.3149942382546	1	1	1	1	1	1	1
AIFM1	59.4227338435621	80.7378387149452	52.7897147809021	66.6101797391485	22.4839461231215	29.3131978034115	49.8783792176838	22.4805753027425
AIFM2	18.7418008044185	1	46.7775052784359	1	1	1	1	1
AIFM3	1	1	1	1	1	1	1	1
AIG1	1	132.149238562219	27.8586943954127	1	1	26.86109049593	1	1
AIM1	1	1	1	49.9363427060876	21.6913248533805	1	52.5816741209018	48.5562756040525
AIM1L	1	1	1	1	1	1	1	1
AIM2	28.752629075691	1	1	1	1	43.0206481839576	1	157.457213963781
AIMP1	38.5706950493027	20.2941162912109	47.2308579013483	36.3511595975777	77.8409997148364	17.923394689482	45.6027106726556	1
AIMP2	80.7057662343577	1	53.0701258993181	1	1	28.8075678201901	1	1
AIP	105.510946535742	30.8973389814706	68.3773457698231	284.044083632016	165.729665325477	115.261176143736	293.755126452147	125.884724334596
AIPL1	1	1	1	11.3419796005614	1	1	10.6393153881398	16.5517826802613
AIRE	1	1	1	1	1	1	1	1
AIRN	1	1	1	1	1	1	1	1
AJAP1	1	1	1	1	1	1	1	1
AJUBA	1	1	22.9170088192798	1	1	1	1	1
AK1	19.1081414011369	58.3868478815324	67.8488216607813	25.0175988353948	14.5733008571247	1	26.6704618169289	1
AK2	158.746850856233	52.1556581141888	64.3988994623697	70.489046217417	84.9761873835612	36.2840121725238	74.7748386909642	89.7711713004888
AK3	38.5682322135318	86.8181317259442	58.6257209679996	76.1697422654694	28.9240155868966	17.9443751004761	48.8113474787103	40.3802860497256
AK4	21.1056580156139	21.4634337102986	38.8831728355314	1	1	1	1	1
AK5	1	1	25.399768164804	1	1	1	1	1
AK7	1	1	1	1	1	1	1	1
AK8	1	1	1	1	1	1	1	1
AKAP1	1	1	1	1	1	1	1	1
AKAP10	1	1	1	1	44.1502393293578	50.5492570005663	1	43.9124544568464
AKAP11	1	1	1	1	1	1	1	1
AKAP12	17.762691804387	377.191554946602	105.005579620902	1	1	1	1	1
AKAP13	12.4153994746138	40.6149606962394	15.5866778884969	106.21537593206	129.818393849435	30.5445673101808	117.408042640631	67.4133128089914
AKAP14	1	1	1	1	1	1	1	1
AKAP17A	1	1	1	1	1	1	1	1
AKAP2	16.0916695797278	67.4315778073237	68.0829688523882	1	1	1	1	134.815406107157
AKAP3	1	1	1	1	1	1	1	1
AKAP4	1	1	1	1	1	1	1	1
AKAP5	1	1	1	30.7683660903139	17.963336872371	1	20.3604695415219	13.6046266574324
AKAP6	1	1	1	1	1	1	1	1
AKAP7	1	1	1	1	1	1	1	1
AKAP8	20.0846014804957	45.2017441349707	19.6763211827107	1	1	1	1	1
AKAP8L	1	1	1	1	1	1	1	1
AKAP9	32.9832382800084	33.9897285636519	20.6779480914965	31.4716470800175	49.2082462959263	51.7121681758467	43.6084657807747	27.2046244310219
AKD1	1	1	1	1	1	1	1	1
AKIP1	75.0248399275635	82.020659317959	52.1715069495952	84.2399876067811	56.2901033437508	60.4543071164386	95.0396615661307	173.89382551256
AKIRIN1	90.4913217611651	63.2393439100784	70.8674919466456	113.074185302538	1	43.1176346114394	88.756693584621	87.4691364707302
AKIRIN2	16.9625709510414	13.1739466880031	49.6403013078881	70.9747751511787	1	52.899149241297	1	48.5828270628027
AKNA	1	1	1	123.955147305503	97.4604099227316	1	107.151308468898	69.38580850468
AKNAD1	1	1	1	1	1	1	1	1
AKR1A1	151.019306989535	216.938800584079	149.394285241947	89.5702663215201	98.36117174905	375.759164939252	87.9710685887369	140.372751480168
AKR1B1	45.0985131607318	1	213.061187195019	117.751949279527	138.407831556675	485.586709641732	93.4182456481478	115.049091085449
AKR1B10	1	1	1	1	1	1	1	1
AKR1B15	1	1	1	1	1	1	1	1
AKR1C1	1	58.6944391767103	40.0269854863134	1	1	1	1	1
AKR1C2	1	1	1	1	1	1	1	1
AKR1C3	1	243.182995980101	111.085734304367	1	1	1	1	1
AKR1C4	1	1	1	1	1	1	1	1
AKR1C6P	1	1	1	1	1	1	1	1
AKR1CL1	1	1	1	1	1	1	1	1
AKR1D1	1	1	1	1	1	1	1	1
AKR1E2	1	1	1	1	1	1	1	1
AKR7A2	101.804778219177	59.6238488500728	33.5450096067932	68.9714577486373	108.084889957655	24.7496170634146	67.1673727637098	54.3186220161262
AKR7A2P1	1	1	1	1	1	1	1	1
AKR7A3	1	1	1	1	1	1	1	1
AKR7L	1	1	1	1	1	1	1	1
AKT1	1	1	9.90384328666506	1	1	1	1	1
AKT1S1	1	1	16.9428912689161	1	1	1	1	1
AKT2	11.5909047027949	1	20.9550841934469	22.1226085947977	1	1	22.0681922281723	1
AKT3	76.239875829305	21.421815757018	13.0679795290867	1	1	1	1	1
AKTIP	1	1	26.7390244752232	1	1	1	77.3827510127545	1
ALAD	35.6852899948647	1	22.6295651558225	1	1	22.7048257830119	1	1
ALAS1	40.633510006551	85.6795531941101	66.2979208809994	1	1	35.277241241678	1	1
ALAS2	1	1	1	1	1	1	1	1
ALB	1	1	1	1	1	1	1	1
ALCAM	1	1	196.409496926036	1	1	32.0723033355781	1	44.2151631553902
ALDH16A1	1	1	14.0220412175957	1	1	1	1	1
ALDH18A1	65.5561998287366	35.2425269578725	78.1419171940987	1	81.0194218019698	1	1	1
ALDH1A1	128.761827583539	368.705666412293	1	1	1	147.121882570601	1	1
ALDH1A2	1	78.208872793883	1	1	1	1	1	1
ALDH1A3	32.2101777436519	89.2701902761046	1	1	1	1	1	1
ALDH1B1	45.6221533130602	38.1455027811079	54.5195078648344	19.4856068905891	15.1171327951195	1	1	24.8093993263149
ALDH1L1	1	1	1	1	1	1	1	1
ALDH1L1.AS1	1	1	1	1	1	1	1	1
ALDH1L1.AS2	1	1	1	1	1	1	1	1
ALDH1L2	1	1	35.0516532793251	1	1	1	1	1
ALDH2	1	223.788839774223	39.9873948393461	1	1	334.312406602824	1	1
ALDH3A1	1	1	1	1	1	1	1	1
ALDH3A2	35.6306703890908	102.213695132755	27.7736711980692	1	247.943715045059	28.0616120806682	1	1
ALDH3B1	21.2845479205076	1	26.3619443795096	1	11.9484848908276	61.9863644744457	1	1
ALDH3B2	38.5758381069178	1	1	1	1	1	1	1
ALDH4A1	1	1	1	1	1	1	1	1
ALDH5A1	1	1	1	1	1	1	1	1
ALDH6A1	22.0957262427492	1	98.3939675571351	1	1	1	1	1
ALDH7A1	30.9545828872272	42.4523282585076	29.390357867247	1	1	1	1	1
ALDH8A1	1	1	1	1	1	1	1	1
ALDH9A1	97.6427262600626	144.196830999392	104.815633966438	107.712035670022	113.709931803256	99.8662732316341	137.458233336061	90.6602901801086
ALDOA	2817.37144714145	515.034902263002	1991.58907472392	929.383550197791	361.12529121193	1542.47311371231	1128.358821318	479.331772632352
ALDOB	1	1	1	1	1	1	1	1
ALDOC	46.2235799867884	1	1	1	1	50.6768074143615	78.6382470419244	1
ALG1	31.6533437830714	18.1079824650232	27.4156244805524	46.2214556099141	159.117102280717	19.4212366683519	37.6936492404296	54.9848048574515
ALG10	1	1	1	1	1	1	1	1
ALG10B	1	1	1	1	1	1	1	1
ALG11	19.8836546574023	1	1	1	1	1	1	1
ALG12	40.0322577370952	24.8939372743133	54.7145177395906	77.1193271481539	136.117001460422	1	47.9195672733051	1
ALG13	13.4747911895078	1	27.9143675839023	27.8648462214781	7.52911469597521	21.441607704478	42.9019767359811	63.4657420200478
ALG14	48.0017556702773	1	21.3870010594019	1	1	1	1	1
ALG1L	1	1	1	1	1	1	1	1
ALG1L2	1	1	1	1	1	1	1	1
ALG1L9P	1	1	1	1	1	1	1	1
ALG2	35.3805551801513	46.0192319299254	53.8481715746468	1	1	1	1	1
ALG3	179.411436269614	71.9894466371262	113.619032438457	1	1	27.6965109680441	1	1
ALG5	98.3565169429738	92.1376797889668	71.8439867376897	76.4640759622334	1	117.818297547162	50.0779051269941	64.2265502792138
ALG6	26.0765588405289	1	1	1	1	1	1	1
ALG8	48.6959116665151	75.0788174644654	59.2733587836528	1	1	38.1028965192786	1	1
ALG9	1	1	13.5117417998927	1	1	1	1	1
ALK	1	1	1	1	1	1	1	1
ALKBH1	1	1	1	1	1	1	1	1
ALKBH2	39.3868398098579	1	1	1	1	1	1	1
ALKBH3	28.3894365601073	1	25.9927480490278	1	1	1	1	1
ALKBH4	19.225336248996	1	1	20.4169442347244	12.2025568401366	1	37.1633458056543	29.6440864627745
ALKBH5	36.7235140314681	43.4983281439877	40.3510465986921	1	33.6122063763005	30.1038173999545	43.751007767801	36.010774939573
ALKBH6	45.6402806997768	75.5149766964223	37.1741574436601	1	36.7293931778309	1	1	1
ALKBH7	110.15547631034	1	23.3703113978337	41.5428326148824	65.3662966306898	85.111849962481	56.6475241066245	33.336194814073
ALKBH8	1	1	1	1	1	1	1	1
ALLC	1	1	1	1	1	1	1	1
ALMS1	1	1	1	1	1	1	1	1
ALMS1P	1	1	1	1	1	1	1	1
ALOX12	1	1	1	1	1	1	1	1
ALOX12B	1	1	1	1	1	1	1	1
ALOX12P2	1	1	1	1	1	1	1	1
ALOX15	1	1	1	1	1	1	1	1
ALOX15B	1	1	1	1	1	1	1	1
ALOX15P1	1	1	1	1	1	1	1	1
ALOX5	1	70.0083166413755	1	1	1	170.864119668836	1	178.770553912249
ALOX5AP	1	1	1	607.132787759381	350.865149447751	291.631728168883	376.127157791434	216.965140315621
ALOXE3	1	1	1	1	1	1	1	1
ALPI	1	1	1	1	1	1	1	1
ALPK1	1	1	1	1	1	13.980904042632	1	1
ALPK2	1	1	1	1	1	1	1	1
ALPK3	1	1	1	1	1	1	1	1
ALPL	1	1	129.485762623648	1	1	1	1	1
ALPP	1	1	1	1	1	1	1	1
ALPPL2	1	1	1	1	1	1	1	1
ALS2	14.560489254208	26.9391381731513	1	1	1	1	1	1
ALS2CL	1	1	1	1	1	1	1	1
ALS2CR11	1	1	1	1	1	1	1	1
ALS2CR12	1	1	1	1	1	1	1	1
ALS2CR8	1	1	1	1	1	1	1	1
ALX1	55.1210716660656	1	1	1	1	1	1	1
ALX3	1	1	1	1	1	1	1	1
ALX4	1	1	1	1	1	1	1	1
ALYREF	1	1	1	1	1	1	1	1
AMACR	1	1	44.3522599587678	1	105.624116200116	1	1	1
AMBN	1	1	1	1	1	1	1	1
AMBP	1	1	1	1	1	1	1	1
AMBRA1	1	1	1	1	4.74375887602331	1	26.3111341849432	1
AMD1	83.6828145599455	51.524136628836	86.999527876593	80.1756647250889	67.7189333400822	47.8160060620052	97.7919721799725	53.7733237486077
AMDHD1	1	1	1	1	1	1	1	1
AMDHD2	37.6103860736503	38.4723530949467	40.6912686889612	1	1	37.9482790549233	1	1
AMELX	1	1	1	1	1	1	1	1
AMELY	1	1	1	1	1	1	1	1
AMER1	1	1	1	1	1	1	1	1
AMER2	1	1	1	1	1	1	1	1
AMER3	1	1	1	1	1	1	1	1
AMFR	1	11.23011284598	36.0480342765605	1	13.5465537313764	14.4321821283602	1	42.9297260810254
AMH	1	1	1	1	1	1	1	1
AMHR2	1	1	1	1	1	1	1	1
AMICA1	1	1	1	187.827170336341	1	170.570586175893	79.8096963279399	1
AMIGO1	1	1	1	1	1	1	1	1
AMIGO2	1	1	13.7585711963119	1	1	1	1	1
AMIGO3	1	1	1	1	1	1	1	1
AMMECR1	1	1	1	1	1	1	1	1
AMMECR1L	18.8354153581604	1	1	1	1	1	1	1
AMN	1	1	1	1	1	1	1	1
AMN1	1	1	1	1	1	1	1	1
AMOT	1	1	1	1	1	1	1	1
AMOTL1	1	25.6965780209481	10.7013145149706	1	1	1	1	1
AMOTL2	22.4495590678248	1	72.6027229965429	1	1	1	1	1
AMPD1	1	1	1	1	1	1	1	1
AMPD2	38.2784340897174	1	28.9368421013322	1	1	24.7318127515278	1	1
AMPD3	1	1	1	1	1	1	1	25.7361594937892
AMPH	1	1	14.1740191410432	1	1	1	1	1
AMT	1	1	1	1	1	1	1	1
AMTN	1	1	1	1	1	1	1	1
AMY1A	1	1	1	1	1	1	1	1
AMY1B	1	1	1	1	1	1	1	1
AMY1C	1	1	1	1	1	1	1	1
AMY2A	1	1	1	1	1	1	1	1
AMY2B	1	1	1	1	1	1	1	1
AMZ1	1	1	1	1	1	1	1	1
AMZ2	87.9308539761133	60.3533564154701	109.220814896809	72.4527272169245	1	75.4790434984177	101.820478264861	1
AMZ2P1	15.7650964435851	1	1	1	1	1	1	1
ANAPC1	1	1	1	1	25.1982883397567	1	1	1
ANAPC10	22.7167261496657	58.5214253901993	1	1	1	1	1	1
ANAPC11	246.372879197135	229.714598754678	278.163586731193	145.714490068724	107.34241473443	230.68736497757	117.138207416909	73.6845523500491
ANAPC13	71.4609139674074	106.553527185568	85.4930131249798	1	1	59.8122698999559	71.2330884894931	1
ANAPC15	48.1330719171366	64.5751554627802	49.6459898296165	90.8363241213582	249.351009634266	60.108263190621	76.7023384731346	1
ANAPC16	45.4042366309621	79.3178861505952	52.4860590346967	136.062727496159	120.167919158705	52.9627487410797	165.726663720549	147.542274435813
ANAPC1P1	1	1	1	1	1	1	1	1
ANAPC2	1	1	1	1	1	1	1	1
ANAPC4	21.560335587663	30.3921745661523	31.7170046046103	1	1	1	1	1
ANAPC5	193.566220538861	361.083154851263	148.635967069441	159.541235002852	28.6550802460447	52.3788816607705	179.387828286294	208.875874167169
ANAPC7	47.2119970198803	43.8186380729526	66.6198537136609	44.6652169939705	222.547386253511	1	1	32.8483784049477
ANG	1	1	1	1	1	1	1	1
ANGEL1	19.5376756739622	1	1	1	1	17.864812971796	1	1
ANGEL2	22.8620557633349	1	1	34.2593712039953	7.67007118831134	1	26.8908070521498	22.6685886021655
ANGPT1	1	1	1	1	1	1	1	1
ANGPT2	1	290.237614185819	1	1	1	1	1	1
ANGPT4	1	1	1	1	1	1	1	1
ANGPTL1	1	1	1	1	1	1	1	1
ANGPTL2	1	25.030880074848	65.1982101170851	1	1	1	1	1
ANGPTL3	1	1	1	1	1	1	1	1
ANGPTL4	1	1	134.469732254411	1	1	1	1	1
ANGPTL5	1	1	1	1	1	1	1	1
ANGPTL6	1	1	1	1	1	1	1	1
ANGPTL7	84.8031780920752	1	1	1	1	1	1	1
ANHX	1	1	1	1	1	1	1	1
ANK1	1	1	1	1	1	1	1	1
ANK2	1	1	1	1	1	1	1	1
ANK3	1	1	1	1	1	1	1	1
ANKAR	1	1	1	1	1	1	1	1
ANKDD1A	1	23.5275207205541	1	1	1	1	1	1
ANKDD1B	1	1	1	1	1	1	1	1
ANKEF1	1	1	1	1	1	1	1	1
ANKFN1	1	1	1	1	1	1	1	1
ANKFY1	1	25.0053637319012	1	1	1	1	1	45.021876329475
ANKH	1	1	30.0613976122424	1	1	1	1	1
ANKHD1	27.7576731501122	27.771567858878	27.6698297377997	78.3589085214204	1	28.0122036709558	83.2560493387216	122.983220040101
ANKHD1.EIF4EBP3	1	1	1	1	1	1	1	1
ANKIB1	16.2224536224017	34.1835855407005	17.9432934490545	27.9981905283293	1	1	1	1
ANKK1	1	1	1	1	1	1	1	1
ANKLE1	1	23.1282888746989	1	16.414817335355	15.606435132529	1	19.5362827332298	21.6263436688797
ANKLE2	1	17.9669461409331	17.1829731010697	1	1	1	1	51.721408202519
ANKMY1	1	1	1	1	1	1	1	1
ANKMY2	33.2642499908559	1	22.1990628891641	1	1	1	1	1
ANKRA2	1	1	47.9700756920449	1	1	47.1252281766777	59.993566209015	1
ANKRD1	1	1	104.879629886242	1	1	1	1	1
ANKRD10	73.0702263534707	175.311893070758	103.987866628476	182.267770845899	88.1255005441784	100.703664273518	210.629671119082	192.165255889085
ANKRD11	1	21.6687070482536	30.457936284193	20.3120681134905	1	1	25.305569240411	20.6059824146125
ANKRD12	16.8925535751343	33.1032291042259	10.2614542019552	58.5010082514717	60.8585778648855	23.7041095624546	84.712107230662	54.0962665417512
ANKRD13A	1	22.6943660299197	1	1	1	1	1	1
ANKRD13B	1	1	1	1	1	1	1	1
ANKRD13C	18.1181949241153	1	16.3230468873195	1	1	1	1	1
ANKRD13D	1	1	1	1	1	1	1	1
ANKRD16	1	1	1	13.6122029687193	1	1	13.817840462732	16.809481715176
ANKRD17	19.4763225072493	27.1202424217331	20.8642191662871	1	26.1141207973236	1	31.2829232197409	1
ANKRD18A	1	1	1	1	1	1	1	1
ANKRD18B	1	1	1	1	1	1	1	1
ANKRD18DP	1	1	1	1	1	1	1	1
ANKRD19P	1	1	1	1	1	1	1	1
ANKRD2	1	1	1	1	1	1	1	1
ANKRD20A1	1	17.6628789997967	1	1	1	1	1	1
ANKRD20A11P	1	1	1	1	1	1	1	1
ANKRD20A12P	1	68.0626955072375	1	1	1	1	1	1
ANKRD20A19P	1	1	1	1	1	1	1	1
ANKRD20A2	1	17.9964619390176	1	1	1	1	1	1
ANKRD20A3	1	1	1	1	1	1	1	1
ANKRD20A4	1	1	1	1	1	1	1	1
ANKRD20A5P	1	29.7125744862308	1	1	1	1	1	1
ANKRD20A8P	1	1	1	1	1	1	1	1
ANKRD20A9P	10.5600388874738	28.721355321957	1	23.5673020021594	16.2088176740796	1	21.9675588899341	27.4187114899101
ANKRD22	1	1	1	1	1	29.1386664170155	1	1
ANKRD23	1	1	1	1	1	1	1	1
ANKRD24	1	1	1	1	1	1	1	1
ANKRD26	1	19.6721707207611	1	1	1	1	1	1
ANKRD26P1	1	1	1	1	1	1	1	1
ANKRD26P3	1	1	1	1	1	1	1	1
ANKRD27	20.0114769886014	1	20.3696854059469	1	1	1	1	1
ANKRD28	76.9271186887963	1	26.2138952683684	1	1	1	1	1
ANKRD29	1	1	1	1	1	1	1	1
ANKRD30A	1	1	1	1	1	1	1	1
ANKRD30B	1	1	1	1	1	1	1	1
ANKRD30BL	16.0183130263836	1	1	1	1	1	1	61.1145583480827
ANKRD30BP2	1	1	1	1	1	1	1	1
ANKRD30BP3	1	1	1	1	1	1	1	1
ANKRD31	1	1	1	1	1	1	1	1
ANKRD32	1	1	1	27.7872656569159	1	1	1	1
ANKRD33	1	1	1	1	1	1	1	1
ANKRD33B	1	1	1	1	1	1	1	1
ANKRD34A	1	1	1	1	1	1	1	1
ANKRD34B	1	1	1	1	1	1	1	1
ANKRD34C	1	1	1	1	1	1	1	1
ANKRD35	1	1	1	1	1	1	1	1
ANKRD36	37.7296505496372	103.076716791296	48.2240812611836	118.62450198783	24.3116312131801	1	107.4125114846	75.8390408997222
ANKRD36B	29.0421996790308	49.5705851304711	46.2082369342848	86.0315084499431	73.0489473498228	1	83.7920081001635	89.8213512787197
ANKRD36BP1	130.191243736499	283.970961159765	73.8870357060222	70.3659080147769	59.6580237426149	31.6783507681419	142.034422947169	109.720487680708
ANKRD36BP2	1	89.036518847557	1	1	1	1	1	1
ANKRD37	57.6333409442274	1	1	1	1	1	1	1
ANKRD39	70.9683933660126	82.6280125086619	35.4686054158531	83.3008619337686	1	1	73.0258112849756	104.138743769696
ANKRD40	30.3073514923474	15.7368788155614	39.6073433544774	45.297066108433	41.5463708813766	24.1750157051296	15.2997952590033	1
ANKRD42	1	1	1	1	1	1	1	1
ANKRD44	57.8665521152926	1	19.9584329384365	236.757697023789	88.8333813169467	61.2005225136754	260.950172741706	138.127497427571
ANKRD45	1	1	1	1	1	1	1	1
ANKRD46	1	13.446676126177	1	1	1	1	1	1
ANKRD49	1	1	1	1	1	1	1	34.0096503092958
ANKRD50	1	1	12.2767179806784	1	1	1	1	1
ANKRD52	23.1711968202493	1	41.4974989402692	1	1	1	1	1
ANKRD53	1	1	1	1	1	1	1	1
ANKRD54	113.25577336722	1	27.7444287427579	1	80.7735563278099	1	1	1
ANKRD55	1	1	1	1	1	1	1	1
ANKRD6	1	1	1	1	1	1	1	1
ANKRD61	1	1	1	1	1	1	1	1
ANKRD62P1.PARP4P3	1	1	1	1	1	1	1	1
ANKRD63	1	1	1	1	1	1	1	1
ANKRD65	1	1	1	1	1	1	1	1
ANKRD66	1	1	1	1	1	1	1	1
ANKRD7	1	1	1	1	1	1	1	1
ANKRD9	1	1	1	1	1	1	1	1
ANKS1A	1	14.2494464065887	1	1	1	1	1	1
ANKS1B	1	1	1	1	1	1	1	1
ANKS3	1	1	1	1	1	1	1	1
ANKS4B	1	1	1	15.160712950459	12.0756190919416	1	17.8081453023845	17.6503621673414
ANKS6	1	1	1	1	1	1	1	1
ANKUB1	1	1	1	1	1	1	1	1
ANKZF1	37.821443188296	1	19.0726164500708	69.695742916013	105.297327962898	27.5156001844363	55.1567587133198	122.018202022746
ANLN	1	1	81.2059757774327	1	1	1	1	1
ANO1	1	1	1	1	1	1	1	1
ANO10	22.1395904819748	54.8757228221113	56.565829460502	1	1	1	1	1
ANO2	1	1	1	1	1	1	1	1
ANO3	1	1	1	1	1	1	1	1
ANO4	1	1	1	1	1	1	1	1
ANO5	1	1	1	1	1	1	1	1
ANO6	19.8430379408119	28.6562448548155	26.1758864306303	1	1	29.2561474554349	1	1
ANO7	1	1	1	1	1	1	1	1
ANO8	1	1	1	1	1	1	1	1
ANO9	1	46.2725170028271	1	1	1	1	38.1301276555399	1
ANP32A	18.6542161702448	1	1	42.6593749065637	1	28.2462448725653	34.3710839557001	34.8386364696483
ANP32A.IT1	1	1	1	18.6624359332615	14.932057921132	1	19.3451021940794	15.2816664621311
ANP32AP1	1	1	1	1	1	1	1	1
ANP32B	107.457513771667	126.12745119774	163.342378152049	232.307775405103	181.268974857508	72.4178687581903	191.723311484885	162.38438898327
ANP32C	1	1	1	1	1	1	1	1
ANP32D	1	1	1	1	1	1	1	1
ANP32E	72.968828104689	105.846305962458	110.906453389987	184.745673790058	44.655186477686	63.7110096347352	129.640979005973	80.8759827207003
ANPEP	1	34.7649116699823	189.160356714152	1	1	1	1	1
ANTXR1	1	1	55.9811665131222	1	1	1	1	1
ANTXR2	1	46.3696282767908	67.7598846767317	1	1	1	1	22.7322324173122
ANXA1	289.604534762188	91.3000666078337	1265.89545603126	592.372016069835	401.384658564885	270.130275532604	433.909948868368	1
ANXA10	1	1	1	1	1	1	1	1
ANXA11	100.905873182075	65.5450285316329	166.18713267216	140.302800756633	184.357331127037	106.57696571127	139.919498177231	129.192960811667
ANXA13	1	1	1	1	1	1	1	1
ANXA2	1227.98870574947	4420.30686123564	4950.57107189587	597.523562337308	524.695495299406	1144.56639384454	360.560784303297	153.086015653453
ANXA2P1	1	1	1	1	1	1	1	1
ANXA2P2	1	1	1	1	1	1	1	1
ANXA2P3	1	1	1	1	1	1	1	1
ANXA2R	1	1	1	69.160029418494	1	1	86.3271734449252	42.411362096167
ANXA3	1	1	1	1	1	1	1	1
ANXA4	92.4913907648911	122.419628178373	163.05960646858	1	106.244433187617	61.9802786803952	1	1
ANXA5	1910.92258327459	1057.17288022386	1806.63925468605	365.519710697836	248.233873229894	700.679193813675	401.211590024599	155.760540109997
ANXA6	71.4279073756465	39.3722399109297	325.853200756226	318.328334129109	176.466971794139	57.6086609230171	277.396691075677	265.211558683131
ANXA7	108.13384456946	263.5548573607	237.18630171104	158.716863352174	112.898346402394	138.712382129578	256.939753627167	151.600690753053
ANXA8	1	1	1	1	1	1	1	1
ANXA8L1	1	1	1	1	1	1	1	1
ANXA8L2	1	1	1	1	1	1	1	1
ANXA9	1	1	1	1	1	1	1	1
AOAH	1	1	1	167.029444062391	382.593216653038	165.376324078669	105.685091379369	1
AOAH.IT1	1	1	1	1	1	1	1	1
AOC2	1	1	1	1	1	1	1	1
AOC3	1	1	1	1	1	1	1	1
AOC4	1	1	1	1	1	1	1	1
AOX1	1	1	35.7428876945667	1	1	1	1	1
AOX2P	1	1	1	1	1	1	1	1
AP1AR	20.511183892916	1	1	1	1	1	1	1
AP1B1	48.7863711149508	48.7936581144104	28.0299601145237	42.1503267019314	1	129.516080547032	47.9494476985755	123.625195459202
AP1B1P1	1	1	1	1	1	1	1	1
AP1G1	14.0655700464224	25.9316038591691	22.7289059511317	44.8765887017366	67.0532855228355	1	36.4988186936579	32.1358130722372
AP1G2	19.9390097447786	81.4321582190802	22.660203507564	96.8425981428075	213.309690041643	1	145.347445869922	99.3956455700767
AP1M1	100.038370765321	32.0479886811717	95.6952962872389	112.223646519091	113.041821024917	57.4612744391194	88.4660457101881	95.1629628639084
AP1M2	1	1	1	1	1	1	1	1
AP1S1	52.1429306839026	27.1805592219943	79.6574857716261	1	1	1	1	1
AP1S2	1296.87714614234	98.6694048400029	108.150171950811	92.901280949128	65.5070164823514	250.344238976926	63.6716758049435	40.0849120594823
AP1S3	19.1287273741978	20.3388665519869	1	40.3001084591229	26.1840362483231	19.4493136190786	47.6621267982505	63.2829390786825
AP2A1	14.034846290377	28.583154171702	38.761712709955	1	1	18.8950953210077	1	1
AP2A2	1	37.0274956279458	1	1	1	14.0281738610326	1	1
AP2B1	58.3444274198821	89.5646530061306	68.7823184040078	87.5572144512845	97.6891835958402	1	60.1049360582525	47.5334068023018
AP2M1	266.232910648307	519.586843149569	507.341414770961	198.633493523041	56.1994209452634	253.007748776101	178.042172420217	99.5507889753555
AP2S1	177.014561658849	159.411778707888	395.502243553758	117.7262100609	37.7250253897334	380.875471540878	110.895431525467	86.6575102079194
