"","parameter_name","value","priority","index","algo.name","algo.settings","filename","dirname"
"114","phenotype_criteria_channel","GAD1 (Opal 690)","113","6,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"115","phenotype_criteria_filter","AND Negative","114","6,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"116","phenotype_criteria_channel","GFAP (Alexa 594)","115","1,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"117","phenotype_criteria_filter","AND Negative","116","1,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"118","phenotype_criteria_channel","CLDN5 (Alexa 488)","117","1,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"119","phenotype_criteria_filter","AND Negative","118","1,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"120","phenotype_criteria_channel","CLDN5 (Alexa 488)","119","2,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"121","phenotype_criteria_filter","AND Negative","120","2,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"122","phenotype_criteria_channel","GAD1 (Opal 690)","121","2,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"123","phenotype_criteria_filter","AND Negative","122","2,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"124","phenotype_criteria_channel","GAD1 (Opal 690)","123","3,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"125","phenotype_criteria_filter","AND Negative","124","3,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"126","phenotype_criteria_channel","GFAP (Alexa 594)","125","4,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"127","phenotype_criteria_filter","AND Negative","126","4,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"128","phenotype_criteria_channel","GAD1 (Opal 690)","127","5,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"129","phenotype_criteria_filter","AND Negative","128","5,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"130","output_image","FISH AKT3 (Opal 570)","99999","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAl_R1_6432Acircle.analysissettings","HALO/Exported_Settings_Files"
"131","Class List","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"132","Classifier","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"133","Classifier Output Type","Mask","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"134","Classify Registered","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"135","Image Zoom","2","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"136","Nuclear Masker","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"137","Nuclear Masker Type","Traditional","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"138","Phenotyper","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"139","num_markers","3","0","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"140","num_probes","2","1","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"141","num_phenotypes","7","2","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"142","use_nn","false","3","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"143","nuclear_contrast","0.5","4","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"144","nuclear_min_intensity","6.97","5","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"145","nuclear_segg_agg","0","6","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"146","nuclear_fill_holes","true","7","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"147","nuclear_min_area","5","8","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"148","nuclear_max_area","200","9","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"149","nuclear_roundness","0.3","10","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"150","cyto_radius","4","11","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"151","membrane_segg_agg","0","12","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"152","cell_min_area","15","13","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"153","cell_max_area","650","14","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"154","min_plus1","1","15","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"155","min_plus2","4","16","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"156","min_plus3","10","17","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"157","min_plus4","16","18","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"158","verbose","true","19","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"159","IF Dye 1","SLC17A7 (Opal 520)","20","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"160","dye_use_membrane","False","21","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"161","dye_nuclei_weight","0","22","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"162","dye_nuclei_positive_threshold","0.2","23","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"163","dye_cyto_positive_threshold","0.8599999999999999","24","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"164","dye_membrane_positive_threshold","0.86","25","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"165","FISH Probe 1","AKT3 (Opal 620)","26","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"166","probe_contrast_threshold","0.5","27","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"167","probe_min_intensity","0.40800000000000003","28","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"168","probe_min_spot_size","0.1","29","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"169","probe_max_spot_size","120","30","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"170","probe_copy_intensity","26.99","31","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"171","probe_segg_agg","1","32","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"172","IF Dye 2","OLIG2 (Opal 690)","33","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"173","dye_use_membrane","False","34","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"174","dye_nuclei_weight","0","35","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"175","dye_nuclei_positive_threshold","0.01","36","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"176","dye_cyto_positive_threshold","0.02","37","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"177","dye_membrane_positive_threshold","0.02","38","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"178","FISH Probe 2","TMEM119 (Opal 570)","39","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"179","probe_contrast_threshold","0.3","40","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"180","probe_min_intensity","0.05","41","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"181","probe_min_spot_size","5","42","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"182","probe_max_spot_size","400","43","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"183","probe_copy_intensity","0.15","44","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"184","probe_segg_agg","0.066","45","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"185","IF Dye 3","DAPI (DAPI)","46","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"186","dye_use_membrane","False","47","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"187","dye_nuclei_weight","0.4","48","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"188","dye_nuclei_positive_threshold","12","49","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"189","dye_cyto_positive_threshold","12","50","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"190","dye_membrane_positive_threshold","12","51","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"191","phenotype_name","DAPI/AKT3","65","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"192","phenotype_num_criterias","2","66","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"193","phenotype_criteria_channel","DAPI (DAPI)","67","0,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"194","phenotype_criteria_filter","AND Positive","68","0,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"195","phenotype_criteria_channel","AKT3 (Opal 620)","69","0,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"196","phenotype_criteria_filter","AND Positive","70","0,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"197","phenotype_name","OLIG2/AKT3","73","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"198","phenotype_num_criterias","5","74","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"199","phenotype_criteria_channel","OLIG2 (Opal 690)","75","1,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"200","phenotype_criteria_filter","AND Positive","76","1,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"201","phenotype_criteria_channel","AKT3 (Opal 620)","77","1,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"202","phenotype_criteria_filter","AND Positive","78","1,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"203","phenotype_criteria_channel","DAPI (DAPI)","79","1,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"204","phenotype_criteria_filter","AND Positive","80","1,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"205","phenotype_name","SLC17A7/AKT3","81","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"206","phenotype_num_criterias","5","82","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"207","phenotype_criteria_channel","SLC17A7 (Opal 520)","83","2,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"208","phenotype_criteria_filter","AND Positive","84","2,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"209","phenotype_criteria_channel","AKT3 (Opal 620)","85","2,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"210","phenotype_criteria_filter","AND Positive","86","2,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"211","phenotype_criteria_channel","DAPI (DAPI)","87","2,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
