"","parameter_name","value","priority","index","algo.name","algo.settings","filename","dirname"
"651","phenotype_criteria_channel","GAD1 (Opal 690)","121","2,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"652","phenotype_criteria_filter","AND Negative","122","2,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"653","phenotype_criteria_channel","GAD1 (Opal 690)","123","3,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"654","phenotype_criteria_filter","AND Negative","124","3,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"655","phenotype_criteria_channel","GFAP (Alexa 594)","125","4,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"656","phenotype_criteria_filter","AND Negative","126","4,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"657","phenotype_criteria_channel","GAD1 (Opal 690)","127","5,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"658","phenotype_criteria_filter","AND Negative","128","5,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"659","output_image","FISH AKT3 (Opal 570)","99999","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_8325Acircle.analysissettings","HALO/Exported_Settings_Files"
"660","Class List","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"661","Classifier","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"662","Classifier Output Type","Mask","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"663","Classify Registered","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"664","Image Zoom","2","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"665","Nuclear Masker","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"666","Nuclear Masker Type","Traditional","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"667","Phenotyper","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"668","num_markers","3","0","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"669","num_probes","2","1","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"670","num_phenotypes","7","2","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"671","use_nn","false","3","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"672","nuclear_contrast","0.5","4","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"673","nuclear_min_intensity","5","5","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"674","nuclear_segg_agg","0.6","6","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"675","nuclear_fill_holes","true","7","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"676","nuclear_min_area","5","8","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"677","nuclear_max_area","200","9","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"678","nuclear_roundness","0.3","10","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"679","cyto_radius","4.2","11","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"680","membrane_segg_agg","0","12","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"681","cell_min_area","15","13","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"682","cell_max_area","650","14","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"683","min_plus1","1","15","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"684","min_plus2","4","16","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"685","min_plus3","10","17","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"686","min_plus4","16","18","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"687","verbose","true","19","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"688","IF Dye 1","SLC17A&amp; (Opal 520)","20","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"689","dye_use_membrane","False","21","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"690","dye_nuclei_weight","0","22","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"691","dye_nuclei_positive_threshold","0.1","23","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"692","dye_cyto_positive_threshold","1.25","24","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"693","dye_membrane_positive_threshold","0.86","25","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"694","FISH Probe 1","AKT3 (Opal 620)","26","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"695","probe_contrast_threshold","0.52","27","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"696","probe_min_intensity","0.1","28","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"697","probe_min_spot_size","0.3","29","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"698","probe_max_spot_size","120","30","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"699","probe_copy_intensity","18.27","31","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"700","probe_segg_agg","1","32","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"701","IF Dye 2","OLIG2 (Alexa 647)","33","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"702","dye_use_membrane","False","34","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"703","dye_nuclei_weight","0","35","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"704","dye_nuclei_positive_threshold","0.086","36","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"705","dye_cyto_positive_threshold","0.119","37","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"706","dye_membrane_positive_threshold","0.02","38","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"707","FISH Probe 2","TMEM119 (Alexa 555)","39","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"708","probe_contrast_threshold","0.5","40","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"709","probe_min_intensity","0.03","41","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"710","probe_min_spot_size","5","42","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"711","probe_max_spot_size","400","43","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"712","probe_copy_intensity","0.3","44","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"713","probe_segg_agg","0","45","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"714","IF Dye 3","DAPI (DAPI)","46","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"715","dye_use_membrane","False","47","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"716","dye_nuclei_weight","0.4","48","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"717","dye_nuclei_positive_threshold","12","49","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"718","dye_cyto_positive_threshold","35","50","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"719","dye_membrane_positive_threshold","12","51","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"720","phenotype_name","DAPI/AKT3","59","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"721","phenotype_num_criterias","2","60","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"722","phenotype_criteria_channel","DAPI (DAPI)","61","0,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"723","phenotype_criteria_filter","AND Positive","62","0,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"724","phenotype_criteria_channel","AKT3 (Opal 620)","63","0,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"725","phenotype_criteria_filter","AND Positive","64","0,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"726","phenotype_name","OLIG2/AKT3","67","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"727","phenotype_num_criterias","5","68","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"728","phenotype_criteria_channel","OLIG2 (Alexa 647)","69","1,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"729","phenotype_criteria_filter","AND Positive","70","1,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"730","phenotype_criteria_channel","AKT3 (Opal 620)","71","1,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"731","phenotype_criteria_filter","AND Positive","72","1,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"732","phenotype_criteria_channel","DAPI (DAPI)","73","1,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"733","phenotype_criteria_filter","AND Positive","74","1,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"734","phenotype_name","SLC17A7/AKT3","75","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"735","phenotype_num_criterias","5","76","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"736","phenotype_criteria_channel","SLC17A&amp; (Opal 520)","77","2,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"737","phenotype_criteria_filter","AND Positive","78","2,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"738","phenotype_criteria_channel","AKT3 (Opal 620)","79","2,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"739","phenotype_criteria_filter","AND Positive","80","2,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"740","phenotype_criteria_channel","DAPI (DAPI)","81","2,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"741","phenotype_criteria_filter","AND Positive","82","2,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"742","phenotype_name","TMEM119/AKT3","83","3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"743","phenotype_num_criterias","5","84","3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"744","phenotype_criteria_channel","TMEM119 (Alexa 555)","85","3,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"745","phenotype_criteria_filter","AND Positive","86","3,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"746","phenotype_criteria_channel","AKT3 (Opal 620)","87","3,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"747","phenotype_criteria_filter","AND Positive","88","3,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"748","phenotype_criteria_channel","DAPI (DAPI)","89","3,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"749","phenotype_criteria_filter","AND Positive","90","3,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"750","phenotype_name","OLIG2","91","4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"751","phenotype_num_criterias","4","92","4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"752","phenotype_criteria_channel","OLIG2 (Alexa 647)","93","4,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"753","phenotype_criteria_filter","AND Positive","94","4,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"754","phenotype_criteria_channel","DAPI (DAPI)","95","4,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"755","phenotype_criteria_filter","AND Positive","96","4,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
"756","phenotype_criteria_channel","SLC17A7 (Opal 520)","97","4,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R5_editedbySMC_080322_8325Astar.analysissettings","HALO/Exported_Settings_Files"
